"Urlrewrite was deleted","M&#7843; h&oacute;a link &#273;&atilde; b&#7883; x&oacute;a"
"Urlrewrite was successfully saved","M&#7843; h&oacute;a link &#273;&atilde; &#273;&#432;&#7907;c l&#432;u"
"Use Default Value","S&#7917; d&#7909;ng c&aacute;c gi&aacute; tr&#7883; m&#7863;c &#273;&#7883;nh"
"Use default","S&#7917; d&#7909;ng m&#7863;c &#273;&#7883;nh"
"Use website","Use website"
"User","User"
"User Email","User Email"
"User ID","User ID"
"User Info","Th&ocirc;ng tin user"
"User Information","Th&ocirc;ng tin user"
"User Name","T&ecirc;n"
"User Name:","T&ecirc;n:"
"User Role","User Role"
"User Roles","User Roles"
"User Roles Information","User Roles Information"
"User name","T&ecirc;n name"
"User was successfully deleted","Th&agrave;nh vi&ecirc;n &#273;&atilde; &#273;&#432;&#7907;c x&oacute;a"
"User was successfully saved","Th&agrave;nh vi&ecirc;n &#273;&atilde; &#273;&#432;&#7907;c l&#432;u l&#7841;i"
"User with the same User Name or Email aleady exists","User with the same User Name or Email aleady exists"
"Users","Th&agrave;nh vi&ecirc;n"
"Value","Value"
"Value Delimiter:","Value Delimiter:"
"Version","Version"
"Version:","Version:"
"View","Xem"
"View Actions XML","View Actions XML"
"View Statistics for","Xem th&#7889;ng k&ecirc; v&#7899;i"
"Visibility:","V&#7883; tr&iacute; hi&#7875;n th&#7883; s&#7843;n ph&#7849;m:"
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?"
"Warning: Please don't close window during importing/exporting data","Warning: Please don't close window during importing/exporting data"
"Watermark File for %s","Watermark File for %s"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Services","Web Services"
"Web services","Web services"
"Website","Website"
"What is this?","N&agrave;y l&agrave; g&igrave;?"
"Wishlist Report","Th&ocirc;ng b&aacute;o danh s&aacute;ch y&ecirc;u c&#7847;u"
"Wrong column format","Sai &#273;&#7883;nh d&#7841;ng c&#7897;t"
"Wrong tab configuration","Tab c&#7845;u h&igrave;nh sai"
"XML","XML"
"YTD","1 n&#259;m"
"Yes","Yes"
"Yes (only price with tax)","Yes (only price with tax)"
"You can not delete self assigned roles.","You can not delete self assigned roles."
"You cannot delete account of yourself","You cannot delete account of yourself"
"You have not enought permissions to login.","You have not enought permissions to login."
"You have not enought permissions to use this functionality.","You have not enought permissions to use this functionality."
"You need specify carrier.","B&#7841;n c&#7847;n x&aacute;c &#273;&#7883;nh nh&agrave; cung c&#7845;p d&#7883;ch v&#7909;."
"You need specify order items","B&#7841;n c&#7847;n x&aacute;c &#273;&#7883;nh th&#7913; t&#7921; b&agrave;i"
"You successfully logged out.","B&#7841;n &#273;&atilde; tho&aacute;t kh&#7887;i h&#7879; th&#7889;ng. Ch&uacute;c b&#7841;n g&#7863;p nhi&#7873;u may m&#7855;n v&agrave; h&#7865;n g&#7863;p l&#7841;i."
"Your Account has been deactivated.","T&agrave;i kho&#7843;n c&#7911;a b&#7841;n &#273;&atilde; &#273;&#432;&#7907;c k&iacute;ch ho&#7841;t l&#7841;i."
"Your answers contain duplicates.","C&acirc;u tr&#7843; l&#7901;i c&#7911;a b&#7841;n ch&#7913;a b&#7843;n sao."
"Zip/Postal Code","Zip/Postal Code"
"Zip/Postal Code:","Zip/Postal Code:"
"[ deleted ]","[ deleted ]"
"[deleted]","[deleted]"
"b","b"
"close","close"
"critical","quan tr&#7885;ng"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"images/logo.png","images/logo.png"
"items selected","records &#273;&#432;&#7907;c ch&#7885;n"
"major","major"
"md5sum","md5sum"
"minor","minor"
"notice","th&ocirc;ng b&aacute;o"
"of %s pages","c&#7911;a %s trang"
"per page","trang"
"store(%s) scope","store(%s) scope"
"to","to"
"website(%s) scope","website(%s) scope"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in you Magento <a href=""%s"">configuration</a>."
"Store Email Addresses", "C&agrave;i &#273;&#7863;t email"
"Sender name", "T&ecirc;n ng&#432;&#7901;i g&#7903;i"
"Sender email","Email ng&#432;&#7901;i g&#7903;i"
"Web", "C&agrave;i &#273;&#7863;t h&#7879; th&#7889;ng"

"Billing Address","&#272;&#7883;a ch&#7881; thanh to&aacute;n"
"Billing Address: ","&#272;&#7883;a ch&#7881; thanh to&aacute;n: "
"Billing Agreement","Th&#7889;ng k&ecirc; th&#7887;a thu&#7853;n thanh to&aacute;n"
"Billing Agreements","Th&#7889;ng k&ecirc; th&#7887;a thu&#7853;n thanh to&aacute;n"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit Memos","&#272;&#417;n h&agrave;ng &#273;&#432;&#7907;c quan t&acirc;m"
"Credit memo #%s comment added","Credit memo #%s comment added"
"Credit memo #%s created","Credit memo #%s created"
"Credit memo\'s total must be positive.","Credit memo\'s total must be positive."
"Transaction Data","Ng&agrave;y giao d&#7883;ch"
"Transaction Details","Chi ti&#7871;t giao d&#7883;ch"
"Transaction ID","M&atilde; s&#7889; giao d&#7883;ch"
"Transaction Type","Lo&#7841;i giao d&#7883;ch"
"Transactional Emails","Email giao d&#7883;ch"
"Transactions","Qu&#7843;n l&yacute; giao d&#7883;ch"
"Collapse All","Thu g&#7885;n"
"Expand All", "M&#7903; danh m&#7909;c"
